title,journal,year,citation,citation_per_year,author,URL
Deep learning-based image quality improvement for low-dose computed tomography simulation in radiation therapy,Journal of Medical …,2019,33,11,"['T Wang', 'Y Lei', 'Z Tian', 'X Dong', 'Y Liu']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6811730/
Combining citizen science and deep learning to amplify expertise in neuroimaging,Frontiers in neuroinformatics,2019,25,8,"['A Keshavan', 'JD Yeatman', 'A Rokem']",https://www.frontiersin.org/articles/10.3389/fninf.2019.00029/full
Deep learning based MRAC using rapid ultrashort echo time imaging,Medical …,2018,31,7,"['H Jang', 'F Liu', 'G Zhao', 'T Bradshaw']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6443501/
Detection and Classification of Brain Tumor in MRI Images using Deep Convolutional Network,2020 6th International …,2020,11,5,"['Y Bhanothu', 'A Kamalakannan']",https://www.researchgate.net/profile/Yakub-Bhanothu-2/publication/340895087_Detection_and_Classification_of_Brain_Tumor_in_MRI_Images_using_Deep_Convolutional_Network/links/60485bef92851c077f2b1e94/Detection-and-Classification-of-Brain-Tumor-in-MRI-Images-using-Deep-Convolutional-Network.pdf
Deep learning in bioinformatics,Briefings in bioinformatics,2017,914,182,"['S Min', 'B Lee', 'S Yoon']",https://academic.oup.com/bib/article/18/5/851/2562808
Learning robust features using deep learning for automatic seizure detection,Machine learning for …,2016,207,34,"['P Thodoroff', 'J Pineau', 'A Lim']",http://proceedings.mlr.press/v56/Thodoroff16.pdf
Autism spectrum disorder classification on electroencephalogram signal using deep learning algorithm,IAES International Journal of Artificial …,2020,11,5,['AA Nur'],https://pdfs.semanticscholar.org/ad91/941365f58661d20ff867ca9da9624c8cf763.pdf
Autoencoders for unsupervised anomaly segmentation in brain mr images: A comparative study,Medical Image …,2021,22,22,"['C Baur', 'S Denner', 'B Wiestler', 'N Navab']",https://arxiv.org/pdf/2004.03271
Multiple deep learning architectures achieve superior performance diagnosing autism spectrum disorder using features previously extracted from structural and …,2019 IEEE 16th …,2019,10,3,"['C Mellema', 'A Treacher', 'K Nguyen']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6859452/
Segmenting hippocampus from infant brains by sparse patch matching with deep-learned features,… Conference on Medical …,2014,48,6,"['Y Guo', 'G Wu', 'LA Commander', 'S Szary']",https://link.springer.com/content/pdf/10.1007/978-3-319-10470-6_39.pdf
3D deep learning on medical images: a review,Sensors,2020,48,24,"['SP Singh', 'L Wang', 'S Gupta', 'H Goli', 'P Padmanabhan']",https://www.mdpi.com/1424-8220/20/18/5097/pdf
Deep learning in physiological signal data: A survey,Sensors,2020,39,19,"['B Rim', 'NJ Sung', 'S Min', 'M Hong']",https://www.mdpi.com/1424-8220/20/4/969/pdf
Deep learning predictions of survival based on MRI in amyotrophic lateral sclerosis,NeuroImage: Clinical,2017,79,15,"['HK van der Burgh', 'R Schmidt', 'HJ Westeneng']",https://www.sciencedirect.com/science/article/pii/S2213158216301899
DeepQSM-using deep learning to solve the dipole inversion for MRI susceptibility mapping,BioRxiv,2018,12,3,"['KGB Rasmussen', 'M Kristensen', 'RG Blendal']",https://www.biorxiv.org/content/biorxiv/early/2018/03/07/278036.full.pdf
Deep neural networks: a new framework for modeling biological vision and brain information processing,Annual review of vision science,2015,586,83,['N Kriegeskorte'],https://www.biorxiv.org/content/biorxiv/early/2015/10/26/029876.full.pdf
Prospects of deep learning for medical imaging,NA,2018,36,9,"['J Kim', 'J Hong', 'H Park']",https://pr.ibs.re.kr/bitstream/8788114/5466/1/49_%EB%B0%95%ED%98%84%EC%A7%84_Prospects%20of%20deep%20learning%20for%20medical%20imaging.pdf
Deep learning and neurology: a systematic review,Neurology and therapy,2019,30,10,"['AAA Valliani', 'D Ranti', 'EK Oermann']",https://link.springer.com/article/10.1007/s40120-019-00153-8
Accelerating magnetic resonance imaging via deep learning,2016 IEEE 13th …,2016,429,71,"['S Wang', 'Z Su', 'L Ying', 'X Peng', 'S Zhu']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6839781/
Deep learning in medical ultrasound analysis: a review,Engineering,2019,179,59,"['S Liu', 'Y Wang', 'X Yang', 'B Lei', 'L Liu', 'SX Li', 'D Ni']",https://www.sciencedirect.com/science/article/pii/S2095809918301887
Deep learning-based image segmentation on multimodal medical imaging,IEEE Transactions on …,2019,90,30,"['Z Guo', 'X Li', 'H Huang', 'N Guo']",https://drive.google.com/file/d/1jByNo9zagMLl-3aeefOJAYdcKZvwYqEV/view
Automated MRI-Based Deep Learning Model for Detection of Alzheimer's Disease Process,… Journal of Neural …,2020,15,7,"['W Feng', 'NV Halm-Lutterodt', 'H Tang']",https://www.researchgate.net/profile/Nicholas_Van_Halm-Lutterodt/publication/341936973_Automated_MRI-Based_Deep_Learning_Model_for_Detection_of_Alzheimer's_Disease_Process/links/5f4fdca9299bf13a3198e423/Automated-MRI-Based-Deep-Learning-Model-for-Detection-of-Alzheimers-Disease-Process.pdf
Silver standard masks for data augmentation applied to deep-learning-based skull-stripping,2018 IEEE 15th …,2018,16,4,"['O Lucena', 'R Souza', 'L Rittner']",https://arxiv.org/pdf/1710.08354
A Deep Learning Neural Network for Number Cognition: A bi-cultural study with the iCub,… Development and Learning …,2015,25,3,"['A Di Nuovo', 'M Vivian']",https://www.researchgate.net/profile/Vivian_De_La_Cruz/publication/281320799_A_Deep_Learning_Neural_Network_for_Number_Cognition_A_bi-cultural_study_with_the_iCub/links/55e1e53008aecb1a7cc82a58/A-Deep-Learning-Neural-Network-for-Number-Cognition-A-bi-cultural-study-with-the-iCub.pdf
Deep learning for small and big data in psychiatry,…,2021,11,11,"['G Koppe', 'A Meyer-Lindenberg']",https://www.nature.com/articles/s41386-020-0767-z
Exploiting deep learning for Persian sentiment analysis,… conference on brain …,2018,28,7,"['K Dashtipour', 'M Gogate', 'A Adeel', 'C Ieracitano']",https://arxiv.org/pdf/1808.05077
A cybernetics update for competitive deep learning system,2nd International Conference on Entropy and Its …,2015,17,2,['R Fiorini'],https://re.public.polimi.it/bitstream/11311/983392/1/ecea-2_3277_manuscript.pdf
Identifying brain networks at multiple time scales via deep recurrent neural network,IEEE journal of …,2018,13,3,"['Y Cui', 'S Zhao', 'H Wang', 'L Xie', 'Y Chen']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6914656/
A comparison of shallow and deep learning methods for predicting cognitive performance of stroke patients from MRI lesion images,Frontiers in …,2019,22,7,"['S Chauhan', 'L Vig', 'M De Filippo De Grazia']",https://www.frontiersin.org/articles/10.3389/fninf.2019.00053/full
Deep learning in MR image processing,Investigative Magnetic …,2019,16,5,"['D Lee', 'J Lee', 'J Ko', 'J Yoon', 'K Ryu']",https://synapse.koreamed.org/upload/SynapseData/PDFData/1040imri/imri-23-81.pdf
Deep learning in medical imaging: fmri big data analysis via convolutional neural networks,Proceedings of the …,2018,153,38,"['A Tahmassebi', 'AH Gandomi', 'I McCann']",https://amirhessam.com/assets/pdf/projects/pearc2018.pdf
The art of changing the brain: Enriching teaching by exploring the biology of learning,NA,2002,1255,62,['JE Zull'],http://jimmytorresecuador.pbworks.com/w/file/fetch/64302662/The%2520Art%2520of%2520Changing%2520the%2520Brain.pdf
EEG-based brain-computer interfaces (BCIs): A survey of recent studies on signal sensing technologies and computational intelligence approaches and their …,… /ACM transactions on …,2021,39,39,"['X Gu', 'Z Cao', 'A Jolfaei', 'P Xu', 'D Wu']",https://arxiv.org/pdf/2001.11337
Deep learning in Alzheimer's disease: diagnostic classification and prognostic prediction using neuroimaging data,Frontiers in aging neuroscience,2019,116,38,"['T Jo', 'K Nho', 'AJ Saykin']",https://www.frontiersin.org/articles/10.3389/fnagi.2019.00220/full
Adaptive deep brain stimulation in a freely moving Parkinsonian patient,Movement …,2015,137,19,"['M Rosa', 'M Arlotti', 'G Ardolino']",https://movementdisorders.onlinelibrary.wiley.com/doi/full/10.1002/mds.26241
Deep learning techniques for automatic detection of embryonic neurodevelopmental disorders,Diagnostics,2020,11,5,"['O Attallah', 'MA Sharkas', 'H Gadelkarim']",https://www.mdpi.com/2075-4418/10/1/27/pdf
Classification of affective states via EEG and deep learning,Int. J. Adv. Comput …,2018,13,3,"['J Teo', 'LH Chew', 'JT Chia']",https://pdfs.semanticscholar.org/504b/de390112c881c4ed85dafd753996cc99e1d1.pdf
EEG emotion classification using an improved SincNet-based deep learning model,Brain sciences,2019,13,4,"['H Zeng', 'Z Wu', 'J Zhang', 'C Yang', 'H Zhang', 'G Dai']",https://www.mdpi.com/2076-3425/9/11/326/pdf
Early visual concept learning with unsupervised deep learning,arXiv preprint arXiv …,2016,128,21,"['I Higgins', 'L Matthey', 'X Glorot', 'A Pal', 'B Uria']",https://arxiv.org/pdf/1606.05579
Variability and reproducibility in deep learning for medical image segmentation,Scientific Reports,2020,14,7,"['F Renard', 'S Guedria', 'N De Palma', 'N Vuillerme']",https://www.nature.com/articles/s41598-020-69920-0
Individual recognition in schizophrenia using deep learning methods with random forest and voting classifiers: Insights from resting state EEG streams,arXiv preprint arXiv …,2017,25,5,"['L Chu', 'R Qiu', 'H Liu', 'Z Ling', 'T Zhang']",https://arxiv.org/pdf/1707.03467
"High-throughput, high-resolution deep learning microscopy based on registration-free generative adversarial network",Biomedical optics …,2019,45,15,"['H Zhang', 'C Fang', 'X Xie', 'Y Yang', 'W Mei']",https://www.osapublishing.org/viewmedia.cfm?seq=0&uri=boe-10-3-1044
Industry 4.0 Lean Shopfloor Management Characterization Using EEG Sensors and Deep Learning,Sensors,2020,10,5,"['D Schmidt', 'J Villalba Diez', 'J Ordieres-Meré', 'R Gevers']",https://www.mdpi.com/1424-8220/20/10/2860/htm
Quicksilver: Fast predictive image registration–a deep learning approach,NeuroImage,2017,311,62,"['X Yang', 'R Kwitt', 'M Styner', 'M Niethammer']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6036629/
Fine-tuning convolutional deep features for MRI based brain tumor classification,Medical Imaging …,2017,29,5,"['KB Ahmed', 'LO Hall', 'DB Goldgof', 'R Liu']",https://www.researchgate.net/profile/Kaoutar-Ben-Ahmed/publication/314219882_Fine-tuning_convolutional_deep_features_for_MRI-based_brain_tumor_classification/links/5bd9f86a299bf1124fb06c8a/Fine-tuning-convolutional-deep-features-for-MRI-based-brain-tumor-classification.pdf
Near real-time intraoperative brain tumor diagnosis using stimulated Raman histology and deep neural networks,Nature medicine,2020,119,59,"['TC Hollon', 'B Pandian', 'AR Adapa', 'E Urias', 'AV Save']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6960329/
Inter-scanner harmonization of high angular resolution DW-MRI using null space deep learning,… Conference on Medical …,2019,19,6,"['V Nath', 'P Parvathaneni', 'CB Hansen']",https://arxiv.org/pdf/1810.04260
Deep learning based radiomics (DLR) and its usage in noninvasive IDH1 prediction for low grade glioma,Scientific reports,2017,193,38,"['Z Li', 'Y Wang', 'J Yu', 'Y Guo', 'W Cao']",https://www.nature.com/articles/s41598-017-05848-2
A deep cybersickness predictor based on brain signal analysis for virtual reality contents,Proceedings of the IEEE …,2019,17,5,"['J Kim', 'W Kim', 'H Oh', 'S Lee']",https://openaccess.thecvf.com/content_ICCV_2019/papers/Kim_A_Deep_Cybersickness_Predictor_Based_on_Brain_Signal_Analysis_for_ICCV_2019_paper.pdf
Detecting Alzheimer's disease Based on 4D fMRI: An exploration under deep learning framework,Neurocomputing,2020,10,5,"['W Li', 'X Lin', 'X Chen']",https://www.sciencedirect.com/science/article/am/pii/S0925231220301041
"Clinical big data and deep learning: Applications, challenges, and future outlooks",Big Data Mining and Analytics,2019,36,12,"['Y Yu', 'M Li', 'L Liu', 'Y Li', 'J Wang']",https://ieeexplore.ieee.org/iel7/8254253/8787225/08787233.pdf
Next generation research applications for hybrid PET/MR and PET/CT imaging using deep learning,European journal of nuclear medicine and molecular …,2019,23,7,['G Zaharchuk'],https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6881542/
Super-resolution MRI through deep learning,arXiv preprint arXiv:1810.06776,2018,13,3,"['Q Lyu', 'C You', 'H Shan', 'G Wang']",https://arxiv.org/pdf/1810.06776
Deep learning in visual computing and signal processing,Applied Computational Intelligence and Soft …,2017,73,14,"['D Xie', 'L Zhang', 'L Bai']",https://www.hindawi.com/journals/acisc/2017/1320780/abs/
Deep learning for automatic cell detection in wide-field microscopy zebrafish images,2015 IEEE 12th …,2015,58,8,"['B Dong', 'L Shao', 'M Da Costa']",https://www.academia.edu/download/54951087/DEEP_LEARNING_FOR_AUTOMATIC_CELL_DETECTI20171108-12351-idne3.pdf
Bilinear deep learning for image classification,Proceedings of the 19th ACM international …,2011,90,8,"['S Zhong', 'Y Liu', 'Y Liu']",https://www.researchgate.net/profile/Yang_Liu240/publication/221571423_Bilinear_deep_learning_for_image_classification/links/546bec310cf2397f7831ca3e.pdf
Deep image reconstruction from human brain activity,PLoS computational …,2019,95,31,"['G Shen', 'T Horikawa', 'K Majima']",https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1006633
Deep learning in nuclear medicine and molecular imaging: current perspectives and future directions,Nuclear medicine and molecular imaging,2018,39,9,['H Choi'],https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5897260/
Surgical aid visualization system for glioblastoma tumor identification based on deep learning and in-vivo hyperspectral images of human patients,Medical Imaging …,2019,12,4,"['H Fabelo', 'M Halicek', 'S Ortega']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6708415/
Reading the (functional) writing on the (structural) wall: Multimodal fusion of brain structure and function via a deep neural network based translation approach reveals …,NeuroImage,2018,28,7,"['SM Plis', 'MF Amin', 'A Chekroud', 'D Hjelm', 'E Damaraju']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321628/
Extraction of the cardiac waveform from simultaneous multislice fMRI data using slice sorted averaging and a deep learning reconstruction filter,Neuroimage,2019,12,4,"['S Aslan', 'L Hocke', 'N Schwarz', 'B Frederick']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6592732/
Deep learning in medical imaging: general overview,Korean journal of …,2017,587,117,"['JG Lee', 'S Jun', 'YW Cho', 'H Lee', 'GB Kim']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5447633/
The unbearable shallow understanding of deep learning,Minds and Machines,2019,12,4,"['A Plebe', 'G Grasso']",https://www.academia.edu/download/61580104/PRE20191222-14987-8bycr5.pdf
"A tutorial on deep learning part 2: Autoencoders, convolutional neural networks and recurrent neural networks",Google Brain,2015,87,12,['QV Le'],http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.703.5244&rep=rep1&type=pdf
ePortfolios: Digital stories of deep learning,Work,2001,173,8,['H Barrett'],https://electronicportfolios.com/portfolios/SJSU2.pdf
Memory enhancement and deep-brain stimulation of the entorhinal area,… England Journal of …,2012,411,41,"['N Suthana', 'Z Haneef', 'J Stern', 'R Mukamel']",https://www.nejm.org/doi/full/10.1056/nejmoa1107212
Automatic tissue image segmentation based on image processing and deep learning,Journal of healthcare engineering,2019,16,5,"['Z Kong', 'T Li', 'J Luo', 'S Xu']",https://www.hindawi.com/journals/jhe/2019/2912458/abs/
Complications of deep brain stimulation: a collective review,Asian journal of …,2009,115,8,"['DTM Chan', 'XL Zhu', 'JHM Yeung', 'VCT Mok']",https://www.sciencedirect.com/science/article/pii/S1015958409604048
Data classification with deep learning using Tensorflow,2017 international conference on computer …,2017,125,25,"['F Ertam', 'G Aydın']",https://www.researchgate.net/profile/Fatih_Ertam/publication/320829311_Data_classification_with_deep_learning_using_Tensorflow/links/5b90ec3ba6fdcce8a4c8fc93/Data-classification-with-deep-learning-using-Tensorflow.pdf
Hierarchical feature representation and multimodal fusion with deep learning for AD/MCI diagnosis,NeuroImage,2014,573,71,"['HI Suk', 'SW Lee', 'D Shen']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4165842/
"Deep Learning in Medical Image Analysis and Multimodal Learning for Clinical Decision Support: Third International Workshop, DLMIA 2017, and 7th …",NA,2017,61,12,"['MJ Cardoso', 'T Arbel', 'G Carneiro', 'T Syeda-Mahmood']",https://repositorio-aberto.up.pt/bitstream/10216/107791/2/219521.pdf
End-to-end deep image reconstruction from human brain activity,Frontiers in …,2019,42,14,"['G Shen', 'K Dwivedi', 'K Majima', 'T Horikawa']",https://www.frontiersin.org/articles/10.3389/fncom.2019.00021/full
Urban land use and land cover classification using remotely sensed SAR data through deep belief networks,Journal of Sensors,2015,74,10,"['Q Lv', 'Y Dou', 'X Niu', 'J Xu', 'J Xu', 'F Xia']",https://www.hindawi.com/journals/js/2015/538063/abs/
Deep convolutional neural networks for multi-modality isointense infant brain image segmentation,NeuroImage,2015,648,92,"['W Zhang', 'R Li', 'H Deng', 'L Wang', 'W Lin', 'S Ji', 'D Shen']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4323729/
Deep learning: a primer for radiologists,Radiographics,2017,413,82,"['G Chartrand', 'PM Cheng', 'E Vorontsov', 'M Drozdzal']",https://pubs.rsna.org/doi/pdf/10.1148/rg.2017170077
Studying the manifold structure of Alzheimer's disease: A deep learning approach using convolutional autoencoders,IEEE journal of …,2019,36,12,"['FJ Martinez-Murcia', 'A Ortiz', 'JM Gorriz']",https://ieeexplore.ieee.org/iel7/6221020/8949677/08737996.pdf
Deep learning in medical imaging,Neurospine,2019,42,14,"['M Kim', 'J Yun', 'Y Cho', 'K Shin', 'R Jang', 'H Bae', 'N Kim']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945006/
"A review of deep learning in medical imaging: Image traits, technology trends, case studies with progress highlights, and future promises",arXiv preprint arXiv …,2020,17,8,"['SK Zhou', 'H Greenspan', 'C Davatzikos']",https://arxiv.org/pdf/2008.09104
Knowing what you know in brain segmentation using Bayesian deep neural networks,Frontiers in …,2019,15,5,"['P McClure', 'N Rho', 'JA Lee', 'JR Kaczmarzyk']",https://www.frontiersin.org/articles/10.3389/fninf.2019.00067/full
Automatic brain structures segmentation using deep residual dilated u-net,International MICCAI Brainlesion Workshop,2018,11,2,"['H Li', 'A Zhygallo', 'B Menze']",https://arxiv.org/pdf/1811.04312
ideeple: Deep learning in a flash,Disruptive Technologies in Information …,2018,20,5,['A Tahmassebi'],https://www.amirhessam.com/Projects/PDF/spie-orlando-ideeple2018.pdf
Searching for prostate cancer by fully automated magnetic resonance imaging classification: deep learning versus non-deep learning,Scientific reports,2017,104,20,"['X Wang', 'W Yang', 'J Weinreb', 'J Han', 'Q Li', 'X Kong']",https://www.nature.com/articles/s41598-017-15720-y
