title,journal,year,citation,citation_per_year,author,URL
Diagnosis and prognosis of Alzheimer's disease using brain morphometry and white matter connectomes,NeuroImage: Clinical,2019,10,3,"['Y Wang', 'C Xu', 'JH Park', 'S Lee', 'Y Stern', 'S Yoo']",https://www.sciencedirect.com/science/article/pii/S2213158219302098
Segmenting brain tumors using alignment-based features,… on Machine Learning …,2005,103,6,"['M Schmidt', 'I Levner', 'R Greiner']",https://www.researchgate.net/profile/Russ_Greiner/publication/4230184_Segmenting_Brain_Tumors_using_Alignment-Based_Features/links/0046352d410b1a0078000000.pdf
Quantitative EEG biomarkers for mild traumatic brain injury,Journal of Clinical …,2019,15,5,"['JD Lewine', 'S Plis', 'A Ulloa', 'C Williams']",https://www.researchgate.net/profile/Nitin_Bangera/publication/333142416_Quantitative_EEG_Biomarkers_for_Mild_Traumatic_Brain_Injury/links/5cef0846a6fdcc8475f64c57/Quantitative-EEG-Biomarkers-for-Mild-Traumatic-Brain-Injury.pdf
From neural networks to deep learning: zeroing in on the human brain,"XRDS: Crossroads, The ACM Magazine for Students",2011,31,2,['J Laserson'],http://ai.stanford.edu/~joni/papers/LasersonXRDS2011.pdf
Diagnosis of brain abnormality using both structural and functional MR images,… Conference of the …,2006,33,2,"['Y Fan', 'H Rao', 'J Giannetta', 'H Hurt']",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.376.4485&rep=rep1&type=pdf
An advanced analysis system for identifying alcoholic brain state through EEG signals,International Journal of Automation …,2019,11,3,"['S Siuly', 'V Bajaj', 'A Sengur', 'Y Zhang']",http://www.ijac.net/cn/article/doi/10.1007/s11633-019-1178-7
Investigating systematic bias in brain age estimation with application to post‐traumatic stress disorders,NA,2019,38,12,"['H Liang', 'F Zhang', 'X Niu']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.24588
Metrics of brain network architecture capture the impact of disease in children with epilepsy,NeuroImage: Clinical,2017,24,4,"['MJ Paldino', 'W Zhang', 'ZD Chu', 'F Golriz']",https://www.sciencedirect.com/science/article/pii/S221315821630242X
Using deep belief network modelling to characterize differences in brain morphometry in schizophrenia,Scientific reports,2016,99,16,"['WHL Pinaya', 'A Gadelha', 'OM Doyle', 'C Noto']",https://www.nature.com/articles/srep38897
Natural language processing for the identification of silent brain infarcts from neuroimaging reports,JMIR medical …,2019,14,4,"['S Fu', 'LY Leung', 'Y Wang', 'AO Raulli']",https://medinform.jmir.org/2019/2/e12109/?utm_campaign=meetedgar&utm_medium=social&utm_source=meetedgar.com
Neural network based brain tumor detection using wireless infrared imaging sensor,IEEE …,2019,83,27,"['PM Shakeel', 'TEE Tobely', 'H Al-Feel']",https://ieeexplore.ieee.org/iel7/6287639/6514899/08599180.pdf
Different classification techniques considering brain computer interface applications,Journal of Neural …,2006,58,3,"['S Rezaei', 'K Tavakolian', 'AM Nasrabadi']",https://www.researchgate.net/profile/Ali_Motie_Nasrabadi/publication/7076918_Different_classification_techniques_considering_brain_computer_interface_applications/links/54687fa00cf20dedafcff865/Different-classification-techniques-considering-brain-computer-interface-applications.pdf
Common spatio-time-frequency patterns for motor imagery-based brain machine interfaces,Computational intelligence and neuroscience,2013,34,3,"['H Higashi', 'T Tanaka']",https://www.hindawi.com/journals/cin/2013/537218/abs/
Deep learning and multiplex networks for accurate modeling of brain age,Frontiers in aging …,2019,22,7,"['N Amoroso', 'M La Rocca', 'L Bellantuono']",https://www.frontiersin.org/articles/10.3389/fnagi.2019.00115/full
Feature extraction and classification of EEG signal for different brain control machine,2016 3rd International …,2016,14,2,"['SMR Islam', 'A Sajol', 'X Huang']",https://www.academia.edu/download/58036237/Sajol_paper.pdf
Visuo-motor coordination ability predicts performance with brain-computer interfaces controlled by modulation of sensorimotor rhythms (SMR),Frontiers in human …,2014,46,5,"['EM Hammer', 'T Kaufmann', 'SC Kleih']",https://www.frontiersin.org/articles/10.3389/fnhum.2014.00574/full
Brain-computer interfacing for intelligent systems,IEEE intelligent …,2008,331,23,"['A Nijholt', 'D Tan', 'G Pfurtscheller']",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.147.4911&rep=rep1&type=pdf
… of schizophrenia using hybrid weighted feature concatenation of brain functional connectivity and anatomical features with an extreme learning machine,Frontiers in neuroinformatics,2017,38,7,"['MNI Qureshi', 'J Oh', 'D Cho', 'HJ Jo', 'B Lee']",https://www.frontiersin.org/articles/10.3389/fninf.2017.00059/full?utm_source=S-TWT&utm_medium=SNET&utm_campaign=ECO_FNINS_XXXXXXXX_auto-dlvrit
Treatment response prediction and individualized identification of first-episode drug-naive schizophrenia using brain functional connectivity,Molecular …,2020,57,28,"['B Cao', 'RY Cho', 'D Chen', 'M Xiu', 'L Wang']",https://drive.google.com/file/d/1-Lseg3kyDXi3DkNFLYJjvkGbXuRuvK_b/view
Functional connectivity of large-scale brain networks in patients with anti-NMDA receptor encephalitis: an observational study,The Lancet Psychiatry,2017,71,14,"['M Peer', 'H Prüss', 'I Ben-Dayan', 'F Paul', 'S Arzy']",https://openscholar.huji.ac.il/sites/default/files/mind/files/1-s2.0-s2215036617303309.pdf
Active tactile exploration using a brain–machine–brain interface,Nature,2011,566,51,"[""JE O'Doherty"", 'MA Lebedev', 'PJ Ifft', 'KZ Zhuang']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3236080/
Brain state-dependent robotic reaching movement with a multi-joint arm exoskeleton: combining brain-machine interfacing and robotic rehabilitation,Frontiers in human …,2015,58,8,"['D Brauchle', 'M Vukelić', 'R Bauer']",https://www.frontiersin.org/articles/10.3389/fnhum.2015.00564/full
Integrative analysis of blood metabolomics and PET brain neuroimaging data for Parkinson's disease,Neurobiology of …,2019,25,8,"['E Glaab', 'JP Trezzi', 'A Greuel', 'C Jäger', 'Z Hodak']",https://www.sciencedirect.com/science/article/pii/S0969996119300026
Variational Bayesian least squares: an application to brain–machine interface data,Neural Networks,2008,49,3,"['JA Ting', ""A D'Souza"", 'K Yamamoto', 'T Yoshioka']",https://www.sciencedirect.com/science/article/pii/S0893608008001330
When “I” becomes “We”: ethical implications of emerging brain-to-brain interfacing technologies,Frontiers in …,2014,57,7,"['JB Trimper', 'P Root Wolpe']",https://www.frontiersin.org/articles/10.3389/fneng.2014.00004/full
Beyond modularity: Fine-scale mechanisms and rules for brain network reconfiguration,NeuroImage,2018,29,7,"['AN Khambhati', 'MG Mattar', 'NF Wymbs', 'ST Grafton']",https://www.sciencedirect.com/science/article/pii/S1053811917309229
Technology and signal processing for brain-machine interfaces,IEEE Signal …,2007,53,3,"['JC Sanchez', 'JC Principe', 'T Nishida']",https://www.researchgate.net/profile/Justin_Sanchez/publication/3321964_Technology_and_Signal_Processing_for_Brain-Machine_Interfaces/links/0deec521fce6bb68c3000000/Technology-and-Signal-Processing-for-Brain-Machine-Interfaces.pdf
Brain-machine interfaces: From basic science to neuroprostheses and neurorehabilitation,Physiological reviews,2017,252,50,"['MA Lebedev', 'MAL Nicolelis']",https://journals.physiology.org/doi/pdf/10.1152/physrev.00027.2016
Big brain data: On the responsible use of brain data from clinical and consumer-directed neurotechnological devices,Neuroethics,2018,35,8,['P Kellmeyer'],https://link.springer.com/article/10.1007/s12152-018-9371-x
Brain tumor classification using neural network based methods,International Journal of …,2012,102,10,"['KD Kharat', 'PP Kulkarni']",https://pdfs.semanticscholar.org/9984/ea860665b336dac6ac85ec8bb25e1450d280.pdf
Residual and plain convolutional neural networks for 3D brain MRI classification,2017 IEEE 14th …,2017,164,32,"['S Korolev', 'A Safiullin', 'M Belyaev']",https://arxiv.org/pdf/1701.06643
Brain MRI analysis for Alzheimer's disease diagnosis using an ensemble system of deep convolutional neural networks,Brain informatics,2018,97,24,"['J Islam', 'Y Zhang']",https://link.springer.com/article/10.1186/s40708-018-0080-3
"Predicting the future—big data, machine learning, and clinical medicine",The New England journal of medicine,2016,1372,228,"['Z Obermeyer', 'EJ Emanuel']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5070532/
Utilizing secondary input from passive brain-computer interfaces for enhancing human-machine interaction,International Conference on …,2009,53,4,"['TO Zander', 'C Kothe', 'S Welke', 'M Rötting']",https://link.springer.com/content/pdf/10.1007/978-3-642-02812-0_86.pdf
Novel machine learning methods for ERP analysis: a validation from research on infants at risk for autism,Developmental …,2012,59,5,"['D Stahl', 'A Pickles', 'M Elsabbagh']",https://www.academia.edu/download/51805300/2012_Stahl_Novel-Machine-Learning.pdf
Accurate brain age prediction with lightweight deep neural networks,Medical image …,2021,30,30,"['H Peng', 'W Gong', 'CF Beckmann', 'A Vedaldi']",https://www.sciencedirect.com/science/article/pii/S1361841520302358
Brain network architecture and global intelligence in children with focal epilepsy,American Journal of …,2017,12,2,"['MJ Paldino', 'F Golriz', 'ML Chapieski']",http://www.ajnr.org/content/ajnr/38/2/349.full.pdf
Multimodal fusion of structural and functional brain imaging in depression using linked independent component analysis,Human brain …,2020,10,5,"['LA Maglanoc', 'T Kaufmann', 'R Jonassen']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.24802
Image thresholding improves 3-dimensional convolutional neural network diagnosis of different acute brain hemorrhages on computed tomography scans,Sensors,2019,69,23,"['J Ker', 'SP Singh', 'Y Bai', 'J Rao', 'T Lim', 'L Wang']",https://www.mdpi.com/1424-8220/19/9/2167/pdf
Spelling with non-invasive Brain–Computer Interfaces–Current and future trends,Journal of Physiology-Paris,2011,183,16,['H Cecotti'],https://www.academia.edu/download/51596127/Spelling_with_non-invasive_Brain-Compute20170202-6422-1iuwwd4.pdf
Scikit-learn: Machine learning in Python,… of machine Learning …,2011,41615,3783,"['F Pedregosa', 'G Varoquaux', 'A Gramfort']",https://www.jmlr.org/papers/volume12/pedregosa11a/pedregosa11a.pdf?source=post_page---------------------------
Supervised machine learning to decipher the complex associations between neuro-immune biomarkers and quality of life in schizophrenia,Metabolic brain disease,2019,17,5,"['B Kanchanatawan', 'S Sriswasdi', 'M Maes']",https://www.biorxiv.org/content/biorxiv/early/2018/08/17/393942.full.pdf
Controlling a mobile robot with a biological brain,Defence Science …,2010,80,6,"['K Warwick', 'D Xydas', 'SJ Nasuto']",http://centaur.reading.ac.uk/8181/1/60_1_5.pdf
Brain controlled robots,NA,2008,28,2,['M Kawato'],https://www.tandfonline.com/doi/pdf/10.2976/1.2931144
Computer-aided diagnosis of human brain tumor through MRI: A survey and a new algorithm,Expert systems with …,2014,45,5,"['A El-Sayed', 'HM Mohsen', 'K Revett']",https://www.tarjomefa.com/wp-content/uploads/2018/06/9196-English-TarjomeFa.pdf
Brain-machine interfaces: powerful tools for clinical treatment and neuroscientific investigations,The Neuroscientist,2019,25,8,['MW Slutzky'],https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6611552/
Segmentation of white matter hyperintensities using convolutional neural networks with global spatial information in routine clinical brain MRI with none or mild …,… Medical Imaging and …,2018,41,10,"['MF Rachmadi', 'MC Valdes-Hernandez']",http://www.ipab.inf.ed.ac.uk/cgvu/wmh1.pdf
Improving speed and accuracy of brain-computer interfaces using readiness potential features,The 26th annual …,2004,55,3,"['M Krauledat', 'G Dornhege', 'B Blankertz']",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.58.6986&rep=rep1&type=pdf
Altered brain function in persistent postural perceptual dizziness: A study on resting state functional connectivity,Human brain …,2018,44,11,"['JO Lee', 'ES Lee', 'JS Kim', 'YB Lee', 'Y Jeong']",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.24080
Multimodal brain-age prediction and cardiovascular risk: The Whitehall II MRI sub-study,NeuroImage,2020,18,9,"['AMG de Lange', 'M Anatürk', 'S Suri', 'T Kaufmann']",https://www.sciencedirect.com/science/article/pii/S1053811920307783
Concussion classification via deep learning using whole-brain white matter fiber strains,PloS one,2018,20,5,"['Y Cai', 'S Wu', 'W Zhao', 'Z Li', 'Z Wu', 'S Ji']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0197992
Comparison of TDNN training algorithms in brain machine interfaces,Proceedings. 2005 IEEE …,2005,15,0,"['Y Wang', 'SP Kim', 'JC Principe']",https://www.academia.edu/download/35520604/1177192664.pdf
Using symmetry to detect abnormalies in brain MRI,Computer Society of India …,2008,31,2,"['N Ray', 'R Greiner', 'A Murtha']",https://www.researchgate.net/profile/Russ_Greiner/publication/238509926_Using_Symmetry_to_Detect_Abnormalities_in_Brain_MRI/links/0046352a73c8e85fab000000.pdf
Future developments in brain-machine interface research,Clinics,2011,128,11,"['MA Lebedev', 'AJ Tate', 'TL Hanson', 'Z Li', ""JE O'Doherty""]",https://www.scielo.br/scielo.php?pid=S1807-59322011001300004&script=sci_arttext
Feature selection for brain-computer interfaces,Pacific-Asia conference on knowledge discovery and …,2009,72,5,['I Koprinska'],http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.169.3755&rep=rep1&type=pdf
An update on adaptive deep brain stimulation in Parkinson's disease,Movement …,2018,33,8,"['JGV Habets', 'M Heijmans', 'ML Kuijf']",https://movementdisorders.onlinelibrary.wiley.com/doi/pdf/10.1002/mds.115
"… multi-measure, and multi-class discrimination of ADHD with hierarchical feature extraction and extreme learning machine using structural and functional brain …",Frontiers in human …,2017,40,8,"['MNI Qureshi', 'J Oh', 'B Min', 'HJ Jo', 'B Lee']",https://www.frontiersin.org/articles/10.3389/fnhum.2017.00157/full
A robust and energy-efficient classifier using brain-inspired hyperdimensional computing,Proceedings of the 2016 International …,2016,94,15,"['A Rahimi', 'P Kanerva', 'JM Rabaey']",https://iis-people.ee.ethz.ch/~arahimi/papers/ISLPED16.pdf
An enhanced deep learning approach for brain cancer MRI images classification using residual networks,Artificial intelligence in medicine,2020,54,27,"['SAA Ismael', 'A Mohammed', 'H Hefny']",https://www.researchgate.net/profile/Ammar_Mohammed4/publication/337877208_An_Enhanced_Deep_Learning_Approach_for_Brain_Cancer_MRI_Images_Classification_using_Residual_Networks/links/5f839acb299bf1b53e20c057/An-Enhanced-Deep-Learning-Approach-for-Brain-Cancer-MRI-Images-Classification-using-Residual-Networks.pdf
Machine learning for image based species identification,Methods in Ecology and Evolution,2018,118,29,"['J Wäldchen', 'P Mäder']",https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/2041-210X.13075
Overview of deep learning architectures for EEG-based brain imaging,2018 International Joint Conference …,2018,11,2,"['L Bozhkov', 'P Georgieva']",https://www.researchgate.net/profile/Petia_Georgieva/publication/328399052_Overview_of_Deep_Learning_Architectures_for_EEG-based_Brain_Imaging/links/5c80438f458515831f8b14c8/Overview-of-Deep-Learning-Architectures-for-EEG-based-Brain-Imaging.pdf
What limits the performance of current invasive brain machine interfaces?,Frontiers in systems neuroscience,2014,69,8,['G Baranauskas'],https://www.frontiersin.org/articles/10.3389/fnsys.2014.00068/full
Unsupervised domain adaptation in brain lesion segmentation with adversarial networks,… processing in medical …,2017,297,59,"['K Kamnitsas', 'C Baumgartner', 'C Ledig']",https://arxiv.org/pdf/1612.08894
An automated and intelligent medical decision support system for brain MRI scans classification,PloS one,2015,35,5,"['MF Siddiqui', 'AW Reza', 'J Kanesan']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0135875
Decoding the representation of numerical values from brain activation patterns,Human brain mapping,2013,76,8,"['SR Damarla', 'MA Just']",https://onlinelibrary.wiley.com/doi/pdf/10.1002/hbm.22087
Vowel decoding from single‐trial speech‐evoked electrophysiological responses: A feature‐based machine learning approach,Brain and …,2017,16,3,"['HG Yi', 'Z Xie', 'R Reetzke', 'AG Dimakis']",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/brb3.665
Imaging prior information in the brain,Proceedings of the …,2012,33,3,"['S Gorlin', 'M Meng', 'J Sharma']",https://www.pnas.org/content/pnas/109/20/7935.full.pdf
An expert system for brain tumor detection: Fuzzy C-means with super resolution and convolutional neural network with extreme learning machine,Medical hypotheses,2020,36,18,"['F Özyurt', 'E Sert', 'D Avcı']",https://e-tarjome.com/storage/panel/fileuploads/2019-11-19/1574170911_E14007-e-tarjome.pdf
Research imaging of brain structure and function after concussion,Headache: The Journal of Head and …,2018,17,4,"['CD Chong', 'TJ Schwedt']",https://headachejournal.onlinelibrary.wiley.com/doi/pdf/10.1111/head.13269
"Reinforcement learning, conditioning, and the brain: Successes and challenges","Cognitive, Affective, & Behavioral Neuroscience",2009,183,14,['TV Maia'],https://link.springer.com/article/10.3758/CABN.9.4.343
Instructor-learner brain coupling discriminates between instructional approaches and predicts learning,Neuroimage,2020,26,13,"['Y Pan', 'S Dikker', 'P Goldstein', 'Y Zhu', 'C Yang', 'Y Hu']",https://www.sciencedirect.com/science/article/pii/S1053811920301440
What does the free energy principle tell us about the brain?,arXiv preprint arXiv:1901.07945,2019,27,9,['SJ Gershman'],https://arxiv.org/pdf/1901.07945
Auditory repetition suppression alterations in relation to cognitive functioning in fragile X syndrome: a combined EEG and machine learning approach,Journal of …,2018,12,3,"['IS Knoth', 'T Lajnef', 'S Rigoulot']",https://jneurodevdisorders.biomedcentral.com/articles/10.1186/s11689-018-9223-3
Beyond modules and hubs: the potential of gene coexpression networks for investigating molecular mechanisms of complex brain disorders,"Genes, brain and …",2014,196,24,"['C Gaiteri', 'Y Ding', 'B French', 'GC Tseng']",https://onlinelibrary.wiley.com/doi/pdf/10.1111/gbb.12106
Learning from label proportions in brain-computer interfaces: Online unsupervised learning with guarantees,PloS one,2017,36,7,"['D Hübner', 'T Verhoeven', 'K Schmid', 'KR Müller']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0175856
Whole brain segmentation and labeling from CT using synthetic MR images,… on Machine Learning in …,2017,29,5,"['C Zhao', 'A Carass', 'J Lee', 'Y He', 'JL Prince']",https://www.researchgate.net/profile/Can_Zhao6/publication/319583658_Whole_Brain_Segmentation_and_Labeling_from_CT_Using_Synthetic_MR_Images/links/5b9a909592851ca9ed0472b1/Whole-Brain-Segmentation-and-Labeling-from-CT-Using-Synthetic-MR-Images.pdf
What turns assistive into restorative brain-machine interfaces?,Frontiers in neuroscience,2016,26,4,['A Gharabaghi'],https://www.frontiersin.org/articles/10.3389/fnins.2016.00456/full
Automatically measuring brain ventricular volume within PACS using artificial intelligence,PLoS One,2018,18,4,"['F Yepes-Calderon', 'MD Nelson', 'JG McComb']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0193152
Spectral transfer learning using information geometry for a user-independent brain-computer interface,Frontiers in …,2016,57,9,"['NR Waytowich', 'VJ Lawhern', 'AW Bohannon']",https://www.frontiersin.org/articles/10.3389/fnins.2016.00430/full
Machine learning reveals multimodal MRI patterns predictive of isocitrate dehydrogenase and 1p/19q status in diffuse low-and high-grade gliomas,Journal of neuro …,2019,51,17,"['H Zhou', 'K Chang', 'HX Bai', 'B Xiao', 'C Su', 'WL Bi']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6510979/
"BrainAGE score indicates accelerated brain aging in schizophrenia, but not bipolar disorder",Psychiatry Research …,2017,75,15,"['I Nenadić', 'M Dietzek', 'K Langbein', 'H Sauer']",https://dbm.neuro.uni-jena.de/pdf-files/Nenadic-PRNI17-2.pdf
Cognitive tutoring induces widespread neuroplasticity and remediates brain function in children with mathematical learning disabilities,Nature …,2015,108,15,"['T Iuculano', 'M Rosenberg-Lee', 'J Richardson']",https://www.nature.com/articles/ncomms9453?origin=ppub
Learning data augmentation for brain tumor segmentation with coarse-to-fine generative adversarial networks,International MICCAI Brainlesion Workshop,2018,34,8,"['TCW Mok', 'ACS Chung']",https://arxiv.org/pdf/1805.11291
Machine learning in agriculture: A review,Sensors,2018,584,146,"['KG Liakos', 'P Busato', 'D Moshou', 'S Pearson', 'D Bochtis']",https://www.mdpi.com/1424-8220/18/8/2674/pdf
Detecting emotion from EEG signals using the emotive epoc device,International Conference on Brain …,2012,191,19,"['R Ramirez', 'Z Vamvakousis']",https://www.researchgate.net/profile/Rafael_Ramirez7/publication/262288467_Detecting_Emotion_from_EEG_Signals_Using_the_Emotive_Epoc_Device/links/54e461970cf2b2314f607ee1.pdf
Toward an integration of deep learning and neuroscience,Frontiers in computational …,2016,483,80,"['AH Marblestone', 'G Wayne', 'KP Kording']",https://www.frontiersin.org/articles/10.3389/fncom.2016.00094/full?source=post_page---------------------------
Brain-computer music interface for composition and performance,International Journal on Disability and Human …,2006,68,4,['ER Miranda'],https://core.ac.uk/download/pdf/193897448.pdf
A hybrid approach for automatic classification of brain MRI using genetic algorithm and support vector machine,Leonardo journal of …,2010,192,16,"['A Kharrat', 'K Gasmi', 'MB Messaoud']",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.299.4135&rep=rep1&type=pdf
Application of deep transfer learning for automated brain abnormality classification using MR images,Cognitive Systems Research,2019,188,62,"['M Talo', 'UB Baloglu', 'Ö Yıldırım', 'UR Acharya']",https://www.researchgate.net/profile/Oezal_Yildirim/publication/329610130_Application_of_Deep_Transfer_Learning_for_Automated_Brain_Abnormality_Classification_Using_MR_Images/links/5c12248a4585157ac1be9721/Application-of-Deep-Transfer-Learning-for-Automated-Brain-Abnormality-Classification-Using-MR-Images.pdf
Machine learning methods in chemoinformatics,Wiley Interdisciplinary Reviews: Computational …,2014,298,37,['JBO Mitchell'],https://onlinelibrary.wiley.com/doi/pdf/10.1002/wcms.1183
"Reproducible grey matter patterns index a multivariate, global alteration of brain structure in schizophrenia and bipolar disorder",Translational …,2019,12,4,"['E Schwarz', 'NT Doan', 'G Pergola', 'LT Westlye']",https://www.nature.com/articles/s41398-018-0225-4
A pathological brain detection system based on extreme learning machine optimized by bat algorithm,CNS & Neurological …,2017,67,13,"['S Lu', 'X Qiu', 'J Shi', 'N Li', 'ZH Lu', 'P Chen']",https://www.researchgate.net/profile/Siyuan_Lu4/publication/309417074_A_Pathological_Brain_Detection_System_based_on_Extreme_Learning_Machine_Optimized_by_Bat_Algorithm/links/588962faaca272f628d25dc9/A-Pathological-Brain-Detection-System-based-on-Extreme-Learning-Machine-Optimized-by-Bat-Algorithm.pdf
Toward synergy-based brain-machine interfaces,IEEE Transactions …,2011,46,4,"['R Vinjamuri', 'DJ Weber', 'ZH Mao']",https://www.researchgate.net/profile/Ramana_Vinjamuri/publication/51253002_Toward_Synergy-Based_Brain-Machine_Interfaces/links/56b8b69908ae5ad3605f5137.pdf
A note on brain actuated spelling with the Berlin brain-computer interface,… on Universal Access in …,2007,151,10,"['B Blankertz', 'M Krauledat', 'G Dornhege']",https://link.springer.com/content/pdf/10.1007/978-3-540-73281-5_83.pdf
Performance measurement for brain–computer or brain–machine interfaces: a tutorial,Journal of neural …,2014,77,9,"['DE Thompson', 'LR Quitadamo', 'L Mainardi']",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4185283/
"Smart pathological brain detection by synthetic minority oversampling technique, extreme learning machine, and Jaya algorithm",Multimedia Tools and …,2018,72,18,"['YD Zhang', 'G Zhao', 'J Sun', 'X Wu', 'ZH Wang']",https://www.researchgate.net/profile/Yu_Dong_Zhang/publication/318602090_Smart_pathological_brain_detection_by_synthetic_minority_oversampling_technique_extreme_learning_machine_and_Jaya_algorithm/links/5f6f256ea6fdcc00863cb1e4/Smart-pathological-brain-detection-by-synthetic-minority-oversampling-technique-extreme-learning-machine-and-Jaya-algorithm.pdf
Brain–machine interfaces using functional near-infrared spectroscopy: a review,Artificial Life and Robotics,2020,15,7,"['KS Hong', 'U Ghafoor', 'MJ Khan']",https://cogno.pusan.ac.kr/sites/cogno/download/eng/10.1007@s10015-020-00592-9.pdf
MRI signatures of brain age and disease over the lifespan based on a deep brain network and 14 468 individuals worldwide,Brain,2020,36,18,"['VM Bashyam', 'G Erus', 'J Doshi', 'M Habes', 'IM Nasrallah']",https://scholars.uthscsa.edu/en/publications/mri-signatures-of-brain-age-and-disease-over-the-lifespan-based-o
Rapid intraoperative diagnosis of pediatric brain tumors using stimulated Raman histology,Cancer research,2018,40,10,"['TC Hollon', 'S Lewis', 'B Pandian', 'YS Niknafs']",https://cancerres.aacrjournals.org/content/canres/78/1/278.full.pdf
Morphological brain age prediction using multi-view brain networks derived from cortical morphology in healthy and disordered participants,Scientific reports,2019,11,3,"['J Corps', 'I Rekik']",https://www.nature.com/articles/s41598-019-46145-4
Combining deep and handcrafted image features for MRI brain scan classification,IEEE …,2019,21,7,"['AM Hasan', 'HA Jalab', 'F Meziane', 'H Kahtan']",https://ieeexplore.ieee.org/iel7/6287639/8600701/08736208.pdf
Individualized prediction of trait narcissism from whole‐brain resting‐state functional connectivity,Human brain …,2018,19,4,"['C Feng', 'J Yuan', 'H Geng', 'R Gu', 'H Zhou']",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.24205
Brain–computer evolutionary multiobjective optimization: a genetic algorithm adapting to the decision maker,IEEE Transactions on Evolutionary …,2010,135,11,"['R Battiti', 'A Passerini']",http://eprints.biblio.unitn.it/1682/01/bcemo.pdf
MoleculeNet: a benchmark for molecular machine learning,Chemical …,2018,739,184,"['Z Wu', 'B Ramsundar', 'EN Feinberg', 'J Gomes']",https://pubs.rsc.org/--/content/articlehtml/2018/sc/c7sc02664a
Classification of structural brain networks based on information divergence of graph spectra,… Machine Learning …,2016,11,1,"['Y Dodonova', 'S Korolev', 'A Tkachev']",https://www.researchgate.net/profile/Mikhail_Belyaev3/publication/309914294_Classification_of_structural_brain_networks_based_on_information_divergence_of_graph_spectra/links/5a0c416faca2721a23fc9d62/Classification-of-structural-brain-networks-based-on-information-divergence-of-graph-spectra.pdf
"A 1.2–0.55 V general-purpose biomedical processor with configurable machine-learning accelerators for high-order, patient-adaptive monitoring",2012 Proceedings of the ESSCIRC …,2012,17,1,"['KH Lee', 'N Verma']",http://www.princeton.edu/~nverma/VermaLabSite/Publications/2012/LeeVerma_ESSCIRC2012.pdf
Development of high-throughput ATR-FTIR technology for rapid triage of brain cancer,Nature …,2019,40,13,"['HJ Butler', 'PM Brennan', 'JM Cameron']",https://www.nature.com/articles/s41467-019-12527-5
Brain-specific functional relationship networks inform autism spectrum disorder gene prediction,Translational …,2018,32,8,"['M Duda', 'H Zhang', 'HD Li', 'DP Wall', 'M Burmeister']",https://www.nature.com/articles/s41398-018-0098-6
Mental task classification for brain computer interface applications,… Student Conference on …,2006,33,2,"['K Tavakolian', 'F Vasefi', 'K Naziripour']",https://www.researchgate.net/profile/Siamak_Rezaei/publication/252143408_Mental_Task_Classification_for_Brain_Computer_Interface_Applications/links/548ccfd70cf2d1800d80c707.pdf
Functional gastrointestinal disorders and gut-brain axis: What does the future hold?,World journal of gastroenterology,2019,54,18,"['K Mukhtar', 'H Nawaz', 'S Abid']",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6371005/
Introduction to machine learning,"Cambridge University, UK",2008,505,36,"['A Smola', 'SVN Vishwanathan']",https://www.academia.edu/download/63588567/An_Introduction_to_Machine_Learning_-_Machine_Learning_Summer20200610-33267-6wsump.pdf
A fully integrated wireless compressed sensing neural signal acquisition system for chronic recording and brain machine interface,… circuits and systems,2016,84,14,"['X Liu', 'M Zhang', 'T Xiong', 'AG Richardson']",https://www.researchgate.net/profile/Xilin_Liu2/publication/305417043_A_Fully_Integrated_Wireless_Compressed_Sensing_Neural_Signal_Acquisition_System_for_Chronic_Recording_and_Brain_Machine_Interface/links/5faaeea8299bf18c5b647033/A-Fully-Integrated-Wireless-Compressed-Sensing-Neural-Signal-Acquisition-System-for-Chronic-Recording-and-Brain-Machine-Interface.pdf
